name,year,seller_type,transmission,owner,count_of_cars,avg_selling_price,min_selling_price,max_selling_price
Maruti Wagon R VXI BS IV,2017,Individual,Manual,Third Owner,1,350000.0,350000,350000
Maruti Wagon R VXI BS IV,2018,Dealer,Manual,First Owner,1,440000.0,440000,440000
Maruti Wagon R VXI BS IV,2018,Individual,Manual,First Owner,1,425000.0,425000,425000
Maruti Wagon R VXI BS IV with ABS,2014,Individual,Manual,Second Owner,1,290000.0,290000,290000
Maruti Wagon R VXI BS IV with ABS,2015,Individual,Manual,Third Owner,1,229999.0,229999,229999
Maruti Wagon R VXI BSII,2006,Individual,Manual,Second Owner,1,75000.0,75000,75000
Maruti Wagon R VXI BSIII,2003,Individual,Manual,Second Owner,1,70000.0,70000,70000
Maruti Wagon R VXI BSIII,2004,Individual,Manual,Second Owner,1,155000.0,155000,155000
Maruti Wagon R VXI BSIII,2005,Individual,Manual,Second Owner,1,80000.0,80000,80000
Maruti Wagon R VXI BSIII,2006,Individual,Manual,Second Owner,1,150000.0,150000,150000
Maruti Wagon R VXI BSIII,2012,Individual,Manual,Second Owner,1,229999.0,229999,229999
Maruti Wagon R VXI Minor,2007,Individual,Manual,Third Owner,2,80000.0,80000,80000
Maruti Wagon R VXI Minor,2009,Individual,Manual,Second Owner,1,145000.0,145000,145000
Maruti Wagon R VXI Minor,2010,Individual,Manual,First Owner,1,170000.0,170000,170000
Maruti Wagon R VXI Minor,2012,Individual,Manual,First Owner,1,229999.0,229999,229999
Maruti Wagon R VXI Minor ABS,2010,Individual,Manual,First Owner,2,260000.0,260000,260000
Maruti Wagon R VXI Optional,2015,Individual,Manual,First Owner,2,225000.0,190000,260000
Maruti Wagon R VXI Optional,2015,Individual,Manual,Second Owner,1,275000.0,275000,275000
Maruti Wagon R VXI Optional,2017,Individual,Manual,Second Owner,2,320000.0,290000,350000
Maruti Wagon R VXI Plus Optional,2017,Individual,Manual,First Owner,2,380000.0,380000,380000
Maruti Wagon R VXi BSII,2011,Individual,Manual,Second Owner,1,220000.0,220000,220000
Maruti Wagon R ZXI 1.2,2019,Dealer,Manual,First Owner,1,575000.0,575000,575000
Maruti Zen D,2003,Individual,Manual,Second Owner,1,75000.0,75000,75000
Maruti Zen D PS,2003,Individual,Manual,Second Owner,1,75000.0,75000,75000
Maruti Zen D PS,2003,Individual,Manual,Third Owner,1,110000.0,110000,110000
Maruti Zen Estilo 1.1 LXI BSIII,2007,Individual,Manual,First Owner,2,120000.0,120000,120000
Maruti Zen Estilo 1.1 LXI BSIII,2007,Individual,Manual,Second Owner,1,160000.0,160000,160000
Maruti Zen Estilo 1.1 LXI BSIII,2007,Individual,Manual,Third Owner,1,100000.0,100000,100000
Maruti Zen Estilo 1.1 LXI BSIII,2008,Individual,Manual,Fourth & Above Owner,1,130000.0,130000,130000
Maruti Zen Estilo 1.1 VXI BSIII,2007,Individual,Manual,First Owner,1,95000.0,95000,95000
Maruti Zen Estilo 1.1 VXI BSIII,2008,Individual,Manual,Second Owner,1,120000.0,120000,120000
Maruti Zen Estilo LX BSIII,2007,Individual,Manual,Second Owner,1,135000.0,135000,135000
Maruti Zen Estilo LX BSIV,2010,Individual,Manual,Third Owner,1,90000.0,90000,90000
Maruti Zen Estilo LXI BS IV,2009,Individual,Manual,First Owner,2,132500.0,125000,140000
Maruti Zen Estilo LXI BS IV,2011,Individual,Manual,First Owner,1,229999.0,229999,229999
Maruti Zen Estilo LXI BSIII,2007,Individual,Manual,First Owner,1,275000.0,275000,275000
Maruti Zen Estilo LXI BSIII,2007,Individual,Manual,Third Owner,1,100000.0,100000,100000
Maruti Zen Estilo LXI BSIII,2008,Individual,Manual,First Owner,1,105000.0,105000,105000
Maruti Zen Estilo LXI BSIII,2008,Individual,Manual,Third Owner,1,140000.0,140000,140000
Maruti Zen Estilo LXI Green (CNG),2010,Individual,Manual,Fourth & Above Owner,1,110000.0,110000,110000
Maruti Zen Estilo LXI Green (CNG),2010,Individual,Manual,Second Owner,1,145000.0,145000,145000
Maruti Zen Estilo Sports,2008,Individual,Manual,First Owner,2,140000.0,140000,140000
Maruti Zen Estilo Sports,2009,Individual,Manual,First Owner,1,180000.0,180000,180000
Maruti Zen Estilo VXI BSIII,2007,Individual,Manual,First Owner,1,90000.0,90000,90000
Maruti Zen Estilo VXI BSIII,2007,Individual,Manual,Second Owner,1,140000.0,140000,140000
Maruti Zen Estilo VXI BSIII,2008,Individual,Manual,First Owner,1,80000.0,80000,80000
Maruti Zen Estilo VXI BSIV,2010,Individual,Manual,First Owner,1,175000.0,175000,175000
Maruti Zen Estilo VXI BSIV,2010,Individual,Manual,Second Owner,2,130000.0,130000,130000
Maruti Zen Estilo VXI BSIV,2011,Individual,Manual,First Owner,1,280000.0,280000,280000
Maruti Zen LX,1998,Individual,Manual,Third Owner,2,42000.0,42000,42000
Maruti Zen LX,1999,Individual,Manual,First Owner,1,75000.0,75000,75000
Maruti Zen LX,1999,Individual,Manual,Fourth & Above Owner,2,70000.0,70000,70000
Maruti Zen LX,2000,Individual,Manual,First Owner,1,60000.0,60000,60000
Maruti Zen LX,2000,Individual,Manual,Second Owner,1,85000.0,85000,85000
Maruti Zen LX,2001,Individual,Manual,First Owner,1,62000.0,62000,62000
Maruti Zen LX,2001,Individual,Manual,Fourth & Above Owner,1,93000.0,93000,93000
Maruti Zen LX,2004,Individual,Manual,First Owner,1,95000.0,95000,95000
Maruti Zen LX,2004,Individual,Manual,Second Owner,1,105000.0,105000,105000
Maruti Zen LX - BS III,2006,Individual,Manual,First Owner,1,70000.0,70000,70000
Maruti Zen LXI,1998,Individual,Manual,Second Owner,2,74500.0,69000,80000
Maruti Zen LXI,1999,Individual,Manual,Second Owner,1,85000.0,85000,85000
Maruti Zen LXI,2003,Individual,Manual,Fourth & Above Owner,1,70000.0,70000,70000
Maruti Zen LXI,2005,Individual,Manual,Second Owner,1,90000.0,90000,90000
Maruti Zen LXI,2006,Individual,Manual,First Owner,2,80000.0,80000,80000
Maruti Zen LXi - BS III,2005,Dealer,Manual,First Owner,2,125000.0,125000,125000
Maruti Zen LXi BSII,2002,Individual,Manual,Second Owner,1,60000.0,60000,60000
Maruti Zen VX,2001,Individual,Manual,Second Owner,1,85000.0,85000,85000
Maruti Zen VXI,2000,Individual,Manual,First Owner,1,100000.0,100000,100000
Maruti Zen VXI,2006,Individual,Manual,Second Owner,1,120000.0,120000,120000
Maruti Zen VXi - BS III,2004,Individual,Manual,First Owner,2,79000.0,79000,79000
Maruti Zen VXi - BS III,2004,Individual,Manual,Second Owner,1,121000.0,121000,121000
Mercedes-Benz B Class B180 Sports,2013,Individual,Automatic,Second Owner,1,1100000.0,1100000,1100000
Mercedes-Benz C-Class Progressive C 220d,2018,Dealer,Automatic,First Owner,11,3800000.0,3800000,3800000
Mercedes-Benz E-Class 220 CDI,2001,Individual,Manual,Second Owner,1,350000.0,350000,350000
Mercedes-Benz E-Class 230,1998,Individual,Automatic,Second Owner,2,1000000.0,1000000,1000000
Mercedes-Benz E-Class 280 CDI,2007,Dealer,Automatic,First Owner,1,900000.0,900000,900000
Mercedes-Benz E-Class 280 CDI Elegance,2008,Dealer,Automatic,First Owner,1,795000.0,795000,795000
Mercedes-Benz E-Class E 200 CGI Elegance,2010,Dealer,Automatic,First Owner,1,850000.0,850000,850000
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,Individual,Automatic,First Owner,1,2500000.0,2500000,2500000
Mercedes-Benz E-Class E250 CDI Elegance,2011,Dealer,Automatic,First Owner,2,999000.0,999000,999000
Mercedes-Benz E-Class E250 Edition E,2013,Dealer,Automatic,First Owner,1,1451000.0,1451000,1451000
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,Dealer,Automatic,First Owner,2,4500000.0,4500000,4500000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,Individual,Automatic,Second Owner,2,4400000.0,4400000,4400000
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,Dealer,Automatic,First Owner,1,5500000.0,5500000,5500000
Mercedes-Benz M-Class ML 350 CDI,2014,Individual,Automatic,Second Owner,1,2500000.0,2500000,2500000
Mercedes-Benz New C-Class 200 CDI Classic,2007,Dealer,Manual,Second Owner,1,699000.0,699000,699000
Mercedes-Benz New C-Class 220 CDI AT,2013,Dealer,Automatic,First Owner,1,1425000.0,1425000,1425000
Mercedes-Benz New C-Class 220 CDI AT,2013,Individual,Automatic,First Owner,1,1500000.0,1500000,1500000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012,Dealer,Automatic,Second Owner,1,1375000.0,1375000,1375000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,Individual,Automatic,First Owner,1,2000000.0,2000000,2000000
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,Individual,Automatic,First Owner,1,2490000.0,2490000,2490000
Mercedes-Benz S-Class S 350d Connoisseurs Edition,2017,Dealer,Automatic,First Owner,1,8150000.0,8150000,8150000
Mitsubishi Montero 3.2 MT,2007,Individual,Manual,First Owner,1,750000.0,750000,750000
Mitsubishi Outlander 2.4,2012,Individual,Automatic,First Owner,1,525000.0,525000,525000
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,Individual,Manual,First Owner,2,825000.0,825000,825000
Mitsubishi Pajero Sport 4X4,2012,Dealer,Manual,Second Owner,1,1025000.0,1025000,1025000
Mitsubishi Pajero Sport 4X4,2012,Individual,Manual,Second Owner,1,1090000.0,1090000,1090000
Nissan Evalia XV,2014,Dealer,Manual,First Owner,2,650000.0,650000,650000
Nissan Kicks XL D BSIV,2019,Individual,Manual,First Owner,1,1100000.0,1100000,1100000
Nissan Kicks XV Premium D BSIV,2019,Individual,Manual,First Owner,1,1350000.0,1350000,1350000
Nissan Micra Active XV,2014,Dealer,Manual,First Owner,1,280000.0,280000,280000
Nissan Micra Active XV,2017,Dealer,Manual,First Owner,1,434999.0,434999,434999
Nissan Micra Active XV Petrol,2017,Individual,Manual,First Owner,1,399000.0,399000,399000
Nissan Micra Active XV S,2013,Individual,Manual,First Owner,2,164000.0,164000,164000
Nissan Micra Diesel XV,2011,Dealer,Manual,Second Owner,1,277000.0,277000,277000
Nissan Micra Diesel XV,2011,Individual,Manual,Second Owner,1,199000.0,199000,199000
Nissan Micra Diesel XV,2013,Individual,Manual,First Owner,2,300000.0,300000,300000
Nissan Micra Diesel XV Premium,2011,Individual,Manual,First Owner,1,160000.0,160000,160000
Nissan Micra Diesel XV Premium,2011,Individual,Manual,Second Owner,1,138000.0,138000,138000
Nissan Micra Diesel XV Premium,2013,Individual,Manual,First Owner,2,210000.0,210000,210000
Nissan Micra Diesel XV Primo,2012,Individual,Manual,First Owner,1,225000.0,225000,225000
Nissan Micra XL,2011,Individual,Manual,Second Owner,1,275000.0,275000,275000
Nissan Micra XL,2013,Individual,Manual,First Owner,1,363000.0,363000,363000
Nissan Micra XL,2014,Individual,Manual,Second Owner,2,210000.0,210000,210000
Nissan Micra XL,2016,Individual,Manual,Second Owner,1,440000.0,440000,440000
Nissan Micra XL,2017,Dealer,Manual,First Owner,2,415000.0,415000,415000
Nissan Micra XL CVT,2015,Individual,Automatic,Second Owner,1,434999.0,434999,434999
Nissan Sunny Diesel XL,2012,Individual,Manual,First Owner,2,300000.0,300000,300000
Nissan Sunny Diesel XL,2013,Individual,Manual,Second Owner,1,220000.0,220000,220000
Nissan Sunny Diesel XV,2012,Individual,Manual,First Owner,1,300000.0,300000,300000
Nissan Sunny Diesel XV,2013,Individual,Manual,First Owner,2,387500.0,325000,450000
Nissan Sunny XL,2012,Individual,Manual,First Owner,1,350000.0,350000,350000
Nissan Sunny XL,2012,Individual,Manual,Second Owner,2,295000.0,290000,300000
Nissan Sunny XL,2012,Individual,Manual,Third Owner,1,250000.0,250000,250000
Nissan Sunny XL,2016,Dealer,Manual,First Owner,1,600000.0,600000,600000
Nissan Sunny XL D,2013,Dealer,Manual,First Owner,1,225000.0,225000,225000
Nissan Sunny XL D,2018,Individual,Manual,First Owner,1,500000.0,500000,500000
Nissan Sunny XV D Premium Leather,2015,Individual,Manual,First Owner,2,450000.0,450000,450000
Nissan Terrano XE 85 PS,2013,Individual,Manual,First Owner,1,500000.0,500000,500000
Nissan Terrano XE D,2015,Dealer,Manual,First Owner,1,590000.0,590000,590000
Nissan Terrano XL,2014,Individual,Manual,Second Owner,1,650000.0,650000,650000
Nissan Terrano XL 110 PS,2013,Individual,Manual,First Owner,1,600000.0,600000,600000
Nissan Terrano XL 110 PS,2014,Individual,Manual,First Owner,1,425000.0,425000,425000
Nissan Terrano XL 110 PS,2014,Individual,Manual,Third Owner,1,500000.0,500000,500000
Nissan Terrano XL 85 PS,2014,Dealer,Manual,First Owner,2,600000.0,600000,600000
Nissan Terrano XL 85 PS,2014,Individual,Manual,First Owner,1,500000.0,500000,500000
Nissan Terrano XL 85 PS,2016,Individual,Manual,Second Owner,2,525000.0,525000,525000
Nissan Terrano XL P,2017,Individual,Manual,First Owner,1,844999.0,844999,844999
Nissan Terrano XL Plus 85 PS,2014,Individual,Manual,Second Owner,1,550000.0,550000,550000
Nissan Terrano XL Plus 85 PS,2015,Dealer,Manual,First Owner,2,530000.0,530000,530000
Nissan Terrano XL Plus 85 PS,2015,Individual,Manual,First Owner,3,464000.0,451000,490000
Nissan Terrano XL Plus ICC WT20 SE,2016,Individual,Manual,First Owner,1,1000000.0,1000000,1000000
Nissan Terrano XV Premium 110 PS,2013,Individual,Manual,First Owner,2,750000.0,750000,750000
Nissan Terrano XV Premium 110 PS,2014,Individual,Manual,Second Owner,1,550000.0,550000,550000
Nissan X-Trail SLX MT,2010,Individual,Manual,Second Owner,1,600000.0,600000,600000
OpelCorsa 1.4 GL,2002,Individual,Manual,Third Owner,1,35000.0,35000,35000
OpelCorsa 1.6Gls,2004,Individual,Manual,Fourth & Above Owner,1,142000.0,142000,142000
Renault Captur 1.5 Diesel RXT,2017,Individual,Manual,First Owner,3,825000.0,825000,825000
Renault Captur 1.5 Diesel RXT Mono,2018,Individual,Manual,First Owner,1,1000000.0,1000000,1000000
Renault Duster 110PS Diesel RxL,2014,Dealer,Manual,First Owner,2,525000.0,525000,525000
Renault Duster 110PS Diesel RxL,2015,Dealer,Manual,First Owner,2,465000.0,465000,465000
Renault Duster 110PS Diesel RxL,2015,Individual,Manual,First Owner,2,800000.0,800000,800000
Renault Duster 110PS Diesel RxZ,2012,Individual,Manual,First Owner,1,490000.0,490000,490000
Renault Duster 110PS Diesel RxZ,2012,Individual,Manual,Second Owner,2,392499.5,350000,434999
Renault Duster 110PS Diesel RxZ,2013,Dealer,Manual,First Owner,1,509999.0,509999,509999
Renault Duster 110PS Diesel RxZ,2013,Individual,Manual,First Owner,3,516666.6666666667,450000,650000
Renault Duster 110PS Diesel RxZ,2013,Individual,Manual,Second Owner,1,320000.0,320000,320000
Renault Duster 110PS Diesel RxZ,2017,Individual,Manual,First Owner,1,800000.0,800000,800000
Renault Duster 110PS Diesel RxZ AWD,2017,Individual,Manual,First Owner,1,700000.0,700000,700000
Renault Duster 110PS Diesel RxZ Plus,2012,Individual,Manual,Second Owner,1,370000.0,370000,370000
Renault Duster 85PS Diesel RxE,2013,Dealer,Manual,First Owner,3,433333.3333333333,425000,450000
Renault Duster 85PS Diesel RxE,2013,Dealer,Manual,Second Owner,1,400000.0,400000,400000
Renault Duster 85PS Diesel RxE,2014,Dealer,Manual,First Owner,1,550000.0,550000,550000
Renault Duster 85PS Diesel RxE,2016,Individual,Manual,First Owner,1,500000.0,500000,500000
Renault Duster 85PS Diesel RxL,2013,Dealer,Manual,Second Owner,12,450000.0,450000,450000
Renault Duster 85PS Diesel RxL,2013,Individual,Manual,Second Owner,1,385000.0,385000,385000
Renault Duster 85PS Diesel RxL,2014,Individual,Manual,First Owner,1,400000.0,400000,400000
Renault Duster 85PS Diesel RxL,2015,Individual,Manual,First Owner,1,650000.0,650000,650000
Renault Duster 85PS Diesel RxL,2016,Individual,Manual,First Owner,1,700000.0,700000,700000
Renault Duster 85PS Diesel RxL,2017,Individual,Manual,Second Owner,1,610000.0,610000,610000
Renault Duster 85PS Diesel RxL Optional,2012,Individual,Manual,First Owner,2,412500.0,375000,450000
Renault Duster 85PS Diesel RxL Optional,2013,Individual,Manual,First Owner,3,540333.3333333334,421000,600000
Renault Duster 85PS Diesel RxL Optional,2013,Individual,Manual,Second Owner,2,525000.0,500000,550000
Renault Duster 85PS Diesel RxL Optional,2013,Individual,Manual,Third Owner,1,430000.0,430000,430000
Renault Duster 85PS Diesel RxL Plus,2013,Dealer,Manual,First Owner,1,570000.0,570000,570000
Renault Duster 85PS Diesel RxL Plus,2013,Individual,Manual,Second Owner,1,302000.0,302000,302000
Renault Duster 85PS Diesel RxL Plus,2015,Individual,Manual,Second Owner,1,500000.0,500000,500000
Renault Duster 85PS Diesel RxZ,2017,Individual,Manual,First Owner,1,600000.0,600000,600000
Renault Duster Petrol RxL,2013,Individual,Manual,Second Owner,1,400000.0,400000,400000
Renault Duster RXL AWD,2014,Dealer,Manual,First Owner,1,550000.0,550000,550000
Renault Fluence 1.5,2012,Individual,Manual,First Owner,2,300000.0,300000,300000
Renault Fluence 1.5,2013,Individual,Manual,First Owner,1,450000.0,450000,450000
Renault KWID 1.0,2016,Individual,Manual,First Owner,1,265000.0,265000,265000
Renault KWID 1.0,2017,Individual,Manual,First Owner,1,350000.0,350000,350000
Renault KWID 1.0 RXL,2017,Individual,Manual,Second Owner,1,250000.0,250000,250000
Renault KWID 1.0 RXL,2018,Individual,Manual,First Owner,1,300000.0,300000,300000
Renault KWID 1.0 RXT Optional,2016,Individual,Manual,First Owner,1,350000.0,350000,350000
Renault KWID 1.0 RXT Optional,2017,Individual,Manual,First Owner,6,336666.6666666667,280000,400000
Renault KWID 1.0 RXT Optional,2017,Individual,Manual,Second Owner,1,300000.0,300000,300000
Renault KWID 1.0 RXT Optional,2018,Dealer,Manual,First Owner,1,370000.0,370000,370000
Renault KWID 1.0 RXT Optional,2018,Individual,Manual,First Owner,7,312142.85714285716,300000,360000
Renault KWID 1.0 RXT Optional,2019,Individual,Manual,First Owner,1,400000.0,400000,400000
Renault KWID AMT,2017,Individual,Automatic,First Owner,1,355000.0,355000,355000
Renault KWID Climber 1.0 AMT,2017,Individual,Automatic,First Owner,1,300000.0,300000,300000
Renault KWID Climber 1.0 AMT BSIV,2017,Dealer,Automatic,First Owner,3,350000.0,350000,350000
Renault KWID Climber 1.0 MT Opt BSIV,2020,Dealer,Manual,Test Drive Car,1,541000.0,541000,541000
Renault KWID RXE,2016,Individual,Manual,First Owner,1,300000.0,300000,300000
Renault KWID RXE,2018,Individual,Manual,Second Owner,1,245000.0,245000,245000
Renault KWID RXL,2016,Individual,Manual,First Owner,1,229999.0,229999,229999
Renault KWID RXL,2016,Individual,Manual,Third Owner,1,220000.0,220000,220000
Renault KWID RXL,2019,Individual,Manual,First Owner,3,313333.3333333333,265000,375000
Renault KWID RXL,2020,Individual,Manual,First Owner,1,300000.0,300000,300000
Renault KWID RXL BSIV,2017,Dealer,Manual,First Owner,3,325000.0,325000,325000
Renault KWID RXT,2015,Dealer,Manual,First Owner,3,273333.3333333333,270000,275000
Renault KWID RXT,2015,Individual,Manual,First Owner,1,250000.0,250000,250000
Renault KWID RXT,2016,Individual,Manual,First Owner,5,266000.0,225000,300000
Renault KWID RXT,2016,Individual,Manual,Second Owner,3,236666.66666666666,200000,270000
Renault KWID RXT,2017,Individual,Manual,First Owner,6,284166.6666666667,220000,350000
Renault KWID RXT,2018,Individual,Manual,First Owner,3,343333.3333333333,310000,360000
Renault KWID RXT BSIV,2019,Individual,Manual,First Owner,1,250000.0,250000,250000
Renault KWID RXT Optional,2016,Individual,Manual,First Owner,4,277500.0,250000,300000
Renault KWID RXT Optional,2016,Individual,Manual,Second Owner,1,240000.0,240000,240000
Renault KWID RXT Optional,2017,Individual,Manual,First Owner,1,270000.0,270000,270000
Renault Koleos 2.0 Diesel,2012,Individual,Automatic,Second Owner,1,750000.0,750000,750000
Renault Lodgy 85PS RxL,2015,Individual,Manual,First Owner,3,641666.6666666666,495000,715000
Renault Lodgy 85PS RxL,2017,Individual,Manual,First Owner,1,700000.0,700000,700000
Renault Lodgy Stepway 85PS RXZ 8S,2017,Individual,Manual,First Owner,2,650000.0,650000,650000
Renault Pulse RxL,2015,Trustmark Dealer,Manual,First Owner,2,390000.0,390000,390000
Renault Pulse RxZ,2015,Individual,Manual,First Owner,1,420000.0,420000,420000
Renault Pulse RxZ,2017,Dealer,Manual,First Owner,1,490000.0,490000,490000
Renault Pulse RxZ Optional,2012,Dealer,Manual,First Owner,1,325000.0,325000,325000
Renault Scala Diesel RxL,2013,Individual,Manual,First Owner,2,550000.0,550000,550000
Renault Scala Diesel RxL,2014,Individual,Manual,First Owner,1,400000.0,400000,400000
Renault Scala Diesel RxL,2015,Dealer,Manual,First Owner,2,370000.0,370000,370000
Renault Scala RxL,2013,Dealer,Manual,First Owner,1,365000.0,365000,365000
Renault Triber RXT BSIV,2019,Individual,Manual,First Owner,1,600000.0,600000,600000
Skoda Fabia 1.2 MPI Ambition Plus,2012,Individual,Manual,First Owner,2,300000.0,300000,300000
Skoda Fabia 1.2 TDI Active,2011,Individual,Manual,Second Owner,1,275000.0,275000,275000
Skoda Fabia 1.2L Diesel Ambiente,2010,Dealer,Manual,Second Owner,1,180000.0,180000,180000
Skoda Fabia 1.2L Diesel Ambiente,2010,Individual,Manual,First Owner,1,260000.0,260000,260000
Skoda Laura 1.9 TDI MT Ambiente,2009,Individual,Manual,Third Owner,1,200000.0,200000,200000
Skoda Laura 1.9 TDI MT Ambiente,2010,Individual,Manual,First Owner,1,360000.0,360000,360000
Skoda Laura Ambiente,2008,Individual,Manual,Third Owner,1,190000.0,190000,190000
Skoda Laura Ambiente 1.9 PD,2007,Individual,Manual,Fourth & Above Owner,1,175000.0,175000,175000
Skoda Laura Ambiente 2.0 TDI CR AT,2012,Individual,Automatic,Second Owner,1,450000.0,450000,450000
Skoda Laura Ambiente 2.0 TDI CR MT,2010,Individual,Manual,Second Owner,1,300000.0,300000,300000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,Dealer,Manual,First Owner,11,385000.0,385000,385000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,Individual,Manual,First Owner,1,400000.0,400000,400000
Skoda Laura Elegance 1.9 TDI  AT,2010,Individual,Automatic,Second Owner,1,400000.0,400000,400000
Skoda Laura Elegance 2.0 TDI CR AT,2019,Dealer,Automatic,First Owner,1,475000.0,475000,475000
Skoda Laura L n K 1.9 PD,2006,Individual,Manual,First Owner,1,350000.0,350000,350000
Skoda Laura L n K 1.9 PD,2006,Individual,Manual,Second Owner,1,500000.0,500000,500000
Skoda Laura L n K 1.9 PD,2008,Individual,Manual,Third Owner,1,180000.0,180000,180000
Skoda Octavia Ambiente 1.9 TDI MT,2002,Individual,Manual,Second Owner,1,90000.0,90000,90000
Skoda Octavia Classic 1.9 TDI MT,2004,Individual,Manual,Second Owner,1,120000.0,120000,120000
Skoda Octavia Elegance 2.0 TDI AT,2013,Dealer,Automatic,Second Owner,1,900000.0,900000,900000
Skoda Octavia Elegance 2.0 TDI AT,2014,Individual,Automatic,Third Owner,3,1200000.0,1200000,1200000
Skoda Rapid 1.5 TDI AT Ambition,2015,Dealer,Automatic,First Owner,2,599000.0,599000,599000
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,Individual,Automatic,First Owner,1,750000.0,750000,750000
Skoda Rapid 1.5 TDI AT Style BSIV,2017,Individual,Automatic,First Owner,1,860000.0,860000,860000
Skoda Rapid 1.5 TDI Ambition,2014,Individual,Manual,First Owner,1,360000.0,360000,360000
Skoda Rapid 1.5 TDI Ambition,2016,Individual,Manual,First Owner,1,700000.0,700000,700000
Skoda Rapid 1.5 TDI Ambition BSIV,2018,Dealer,Manual,First Owner,1,940000.0,940000,940000
Skoda Rapid 1.5 TDI Elegance,2014,Individual,Manual,Second Owner,1,450000.0,450000,450000
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,Individual,Automatic,First Owner,2,900000.0,900000,900000
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,Individual,Automatic,First Owner,1,600000.0,600000,600000
Skoda Rapid 1.6 MPI Active,2012,Dealer,Manual,First Owner,1,269000.0,269000,269000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,Individual,Manual,First Owner,2,640000.0,640000,640000
Skoda Rapid 1.6 MPI Elegance,2012,Individual,Manual,First Owner,1,350000.0,350000,350000
Skoda Rapid 1.6 TDI Ambition,2013,Individual,Manual,Third Owner,1,210000.0,210000,210000
Skoda Rapid 1.6 TDI Elegance,2012,Individual,Manual,Second Owner,1,275000.0,275000,275000
Skoda Rapid 1.6 TDI PRESTIGE,2013,Individual,Manual,Second Owner,1,430000.0,430000,430000
Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,2017,Individual,Automatic,First Owner,1,850000.0,850000,850000
Skoda Superb 1.8 TFSI MT,2010,Individual,Manual,First Owner,2,300000.0,300000,300000
Skoda Superb 1.8 TFSI MT,2010,Individual,Manual,Second Owner,1,400000.0,400000,400000
Skoda Superb 1.8 TSI,2013,Dealer,Automatic,Second Owner,1,599000.0,599000,599000
Skoda Superb Ambition 2.0 TDI CR AT,2011,Dealer,Automatic,Second Owner,1,450000.0,450000,450000
Skoda Superb Ambition 2.0 TDI CR AT,2013,Dealer,Automatic,First Owner,2,675000.0,675000,675000
Skoda Superb Elegance 2.0 TDI CR AT,2009,Individual,Automatic,Second Owner,2,355000.0,355000,355000
Skoda Superb Elegance 2.0 TDI CR AT,2011,Dealer,Automatic,First Owner,1,550000.0,550000,550000
Skoda Superb Elegance 2.0 TDI CR AT,2011,Individual,Automatic,First Owner,1,450000.0,450000,450000
Skoda Superb Elegance 2.0 TDI CR AT,2015,Individual,Automatic,Second Owner,1,1000000.0,1000000,1000000
Skoda Superb LK 1.8 TSI AT,2012,Dealer,Automatic,First Owner,1,650000.0,650000,650000
Skoda Yeti Ambition 4WD,2011,Individual,Manual,First Owner,1,350000.0,350000,350000
Skoda Yeti Ambition 4X2,2012,Individual,Manual,Second Owner,1,650000.0,650000,650000
Tata Altroz XE,2020,Individual,Manual,First Owner,1,500000.0,500000,500000
Tata Altroz XZ,2020,Individual,Manual,First Owner,1,830000.0,830000,830000
Tata Aria Pleasure 4x2,2012,Individual,Manual,Second Owner,1,360000.0,360000,360000
Tata Aria Pure LX 4x2,2014,Individual,Manual,Second Owner,1,495000.0,495000,495000
Tata Bolt Quadrajet XE,2016,Individual,Manual,First Owner,2,250000.0,250000,250000
Tata Bolt Quadrajet XE,2017,Individual,Manual,First Owner,1,340000.0,340000,340000
Tata Bolt Revotron XE,2016,Individual,Manual,Second Owner,1,300000.0,300000,300000
Tata Bolt Revotron XM,2015,Individual,Manual,First Owner,1,375000.0,375000,375000
Tata Harrier XE,2020,Individual,Manual,First Owner,1,426000.0,426000,426000
Tata Harrier XZ BSIV,2019,Individual,Manual,First Owner,3,1600000.0,1400000,1700000
Tata Hexa XM,2017,Individual,Manual,First Owner,2,984999.5,969999,1000000
Tata Hexa XM,2018,Individual,Manual,First Owner,1,1280000.0,1280000,1280000
Tata Hexa XT,2017,Individual,Manual,First Owner,1,1200000.0,1200000,1200000
Tata Hexa XT,2019,Individual,Manual,First Owner,2,1100000.0,1100000,1100000
Tata Hexa XT 4X4,2017,Individual,Manual,First Owner,1,1600000.0,1600000,1600000
Tata Hexa XTA,2017,Individual,Automatic,First Owner,2,1200000.0,1200000,1200000
Tata Hexa XTA,2018,Individual,Automatic,First Owner,1,1350000.0,1350000,1350000
Tata Indica DL,2006,Individual,Manual,Second Owner,1,55000.0,55000,55000
